gene,promoter,gene_position,direction,tss,evidence
ymgC,ycgZp,1216748.0,+,1215752.0,"[""none"", ""COMP"", ""EXP""]"
ariR,ycgZp2,1216369.0,+,1215752.0,"[""COMP"", ""COMP"", ""EXP""]"
ycgZ,ycgZp2,1215789.0,+,1215752.0,"[""COMP"", ""COMP"", ""EXP""]"
ymgA,ycgZp2,1216068.0,+,1215752.0,"[""COMP"", ""COMP"", ""EXP""]"
ymgC,ycgZp2,1216748.0,+,1215752.0,"[""COMP"", ""COMP"", ""EXP""]"
aroA,serCp1,958812.0,+,957595.0,"[""COMP"", ""EXP""]"
serC,serCp1,957653.0,+,957595.0,"[""COMP"", ""EXP""]"
aroB,aroKp2,3518486.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
aroK,aroKp2,3519064.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
dam,aroKp2,3515913.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
damX,aroKp2,3517306.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
gph,aroKp2,3514389.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
rpe,aroKp2,3515059.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
trpS,aroKp2,3513638.0,-,3519167.0,"[""COMP"", ""EXP"", ""COMP""]"
aroB,aroKp1,3518486.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
aroK,aroKp1,3519064.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
dam,aroKp1,3515913.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
damX,aroKp1,3517306.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
gph,aroKp1,3514389.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
rpe,aroKp1,3515059.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
trpS,aroKp1,3513638.0,-,3519380.0,"[""COMP"", ""EXP"", ""COMP""]"
aroD,aroDp,1774686.0,+,1774571.0,"[""COMP"", ""EXP""]"
aroF,aroFp,2741150.0,-,2741201.0,"[""COMP"", ""EXP"", ""COMP""]"
tyrA,aroFp,2740069.0,-,2741201.0,"[""COMP"", ""EXP"", ""COMP""]"
aroG,aroGp,785633.0,+,785591.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
aroH,aroHp1,1788435.0,+,1788318.0,"[""COMP"", ""EXP"", ""COMP""]"
aroH,aroHp2,1788435.0,+,1788384.0,"[""COMP"", ""EXP""]"
aroL,aroLp1,406405.0,+,406280.0,"[""COMP"", ""EXP"", ""EXP""]"
aroM,aroLp1,407428.0,+,406280.0,"[""COMP"", ""EXP"", ""EXP""]"
yaiA,aroLp1,406979.0,+,406280.0,"[""COMP"", ""EXP"", ""EXP""]"
aroL,aroLp2,406405.0,+,406355.0,"[""none"", ""EXP""]"
aroM,aroLp2,407428.0,+,406355.0,"[""none"", ""EXP""]"
yaiA,aroLp2,406979.0,+,406355.0,"[""none"", ""EXP""]"
aroM,aroMp,407428.0,+,407400.0,"[""COMP"", ""EXP"", ""EXP""]"
aroP,aroPp2,121551.0,-,121650.0,"[""COMP"", ""EXP"", ""COMP""]"
aroP,aroPp1,121551.0,-,121671.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
arrS,arrSp,3658054.0,-,3658054.0,"[""COMP"", ""COMP""]"
arrS,arrSp2,3658054.0,-,3658054.0,"[""COMP"", ""COMP""]"
arsB,arsRp,3648935.0,+,3648512.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
arsC,arsRp,3650237.0,+,3648512.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
arsR,arsRp,3648528.0,+,3648512.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
artI,artPp3,902988.0,-,903843.0,"[""COMP"", ""EXP""]"
artM,artPp3,901534.0,-,903843.0,"[""COMP"", ""EXP""]"
artP,artPp3,903734.0,-,903843.0,"[""COMP"", ""EXP""]"
artQ,artPp3,902250.0,-,903843.0,"[""COMP"", ""EXP""]"
artI,artPp2,902988.0,-,903836.0,"[""COMP"", ""EXP""]"
artM,artPp2,901534.0,-,903836.0,"[""COMP"", ""EXP""]"
artP,artPp2,903734.0,-,903836.0,"[""COMP"", ""EXP""]"
artQ,artPp2,902250.0,-,903836.0,"[""COMP"", ""EXP""]"
artI,artPp,902988.0,-,903769.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
artM,artPp,901534.0,-,903769.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
artP,artPp,903734.0,-,903769.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
artQ,artPp,902250.0,-,903769.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP""]"
artI,artPp1,902988.0,-,903815.0,"[""COMP"", ""EXP""]"
artM,artPp1,901534.0,-,903815.0,"[""COMP"", ""EXP""]"
artP,artPp1,903734.0,-,903815.0,"[""COMP"", ""EXP""]"
artQ,artPp1,902250.0,-,903815.0,"[""COMP"", ""EXP""]"
artJ,artJp,900575.0,-,900626.0,"[""COMP"", ""EXP"", ""EXP"", ""COMP"", ""EXP""]"
ascB,ascBp,2840990.0,+,2840942.0,"[""none"", ""EXP""]"
ascB,ascFp,2840990.0,+,2839429.0,"[""COMP"", ""COMP"", ""EXP""]"
ascF,ascFp,2839524.0,+,2839429.0,"[""COMP"", ""COMP"", ""EXP""]"
aslB,aslBp,3982958.0,+,3982781.0,"[""COMP"", ""COMP"", ""EXP""]"
asnA,asnAp,3927155.0,+,3927129.0,"[""COMP"", ""EXP"", ""COMP""]"
asnB,asnBp,699177.0,-,699222.0,"[""none"", ""EXP""]"
asnC,asnCp,3927003.0,-,3927031.0,"[""COMP"", ""EXP""]"
mioC,asnCp,3926455.0,-,3927031.0,"[""COMP"", ""EXP""]"
mnmG,asnCp,3925633.0,-,3927031.0,"[""COMP"", ""EXP""]"
asnS,asnSp,988985.0,-,989044.0,"[""EXP""]"
asnT,asnTp,2044549.0,+,2044541.0,"[""COMP"", ""COMP""]"
asnU,asnUp,2059851.0,+,2059845.0,"[""COMP"", ""COMP""]"
asnV,asnVp,2062260.0,+,2062252.0,"[""COMP"", ""COMP""]"
aspA,aspAp,4368327.0,-,4368432.0,"[""COMP"", ""EXP""]"
dcuA,aspAp,4366773.0,-,4368432.0,"[""COMP"", ""EXP""]"
aspC,aspCp,985709.0,-,985743.0,"[""none"", ""EXP"", ""COMP""]"
aspS,aspSp1,1950522.0,-,1950701.0,"[""EXP""]"
aspS,aspSp2,1950522.0,-,1950617.0,"[""none"", ""EXP"", ""EXP""]"
aspV,aspVp,236931.0,+,236913.0,"[""COMP"", ""COMP""]"
aspX,aspXp2,4366951.0,-,4366951.0,"[""none"", ""EXP""]"
asr,asrp2,1671376.0,+,1671327.0,"[""COMP"", ""EXP"", ""EXP""]"
asr,asrp,1671376.0,+,1671327.0,"[""COMP"", ""EXP"", ""EXP""]"
astA,astCp1,1830765.0,-,1832013.0,"[""COMP"", ""COMP""]"
astB,astCp1,1828259.0,-,1832013.0,"[""COMP"", ""COMP""]"
astC,astCp1,1831982.0,-,1832013.0,"[""COMP"", ""COMP""]"
astD,astCp1,1829734.0,-,1832013.0,"[""COMP"", ""COMP""]"
astE,astCp1,1826923.0,-,1832013.0,"[""COMP"", ""COMP""]"
astA,astCp2,1830765.0,-,1832044.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astB,astCp2,1828259.0,-,1832044.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astC,astCp2,1831982.0,-,1832044.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astD,astCp2,1829734.0,-,1832044.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astE,astCp2,1826923.0,-,1832044.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astA,astCp3,1830765.0,-,1832039.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astB,astCp3,1828259.0,-,1832039.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astC,astCp3,1831982.0,-,1832039.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astD,astCp3,1829734.0,-,1832039.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
astE,astCp3,1826923.0,-,1832039.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
atoA,atoDp,2324109.0,+,2323412.0,"[""COMP"", ""COMP"", ""EXP""]"
atoB,atoDp,2326109.0,+,2323412.0,"[""COMP"", ""COMP"", ""EXP""]"
atoD,atoDp,2323447.0,+,2323412.0,"[""COMP"", ""COMP"", ""EXP""]"
atoE,atoDp,2324756.0,+,2323412.0,"[""COMP"", ""COMP"", ""EXP""]"
atpA,atpBp1,3919857.0,-,3922270.0,"[""none"", ""EXP""]"
atpB,atpBp1,3922051.0,-,3922270.0,"[""none"", ""EXP""]"
atpC,atpBp1,3915972.0,-,3922270.0,"[""none"", ""EXP""]"
atpD,atpBp1,3917375.0,-,3922270.0,"[""none"", ""EXP""]"
atpE,atpBp1,3921189.0,-,3922270.0,"[""none"", ""EXP""]"
atpF,atpBp1,3920888.0,-,3922270.0,"[""none"", ""EXP""]"
atpG,atpBp1,3918265.0,-,3922270.0,"[""none"", ""EXP""]"
atpH,atpBp1,3920403.0,-,3922270.0,"[""none"", ""EXP""]"
atpA,atpBp2,3919857.0,-,3922134.0,"[""none"", ""EXP""]"
atpB,atpBp2,3922051.0,-,3922134.0,"[""none"", ""EXP""]"
atpC,atpBp2,3915972.0,-,3922134.0,"[""none"", ""EXP""]"
atpD,atpBp2,3917375.0,-,3922134.0,"[""none"", ""EXP""]"
atpE,atpBp2,3921189.0,-,3922134.0,"[""none"", ""EXP""]"
atpF,atpBp2,3920888.0,-,3922134.0,"[""none"", ""EXP""]"
atpG,atpBp2,3918265.0,-,3922134.0,"[""none"", ""EXP""]"
atpH,atpBp2,3920403.0,-,3922134.0,"[""none"", ""EXP""]"
atpA,atpIp,3919857.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpB,atpIp,3922051.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpC,atpIp,3915972.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpD,atpIp,3917375.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpE,atpIp,3921189.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpF,atpIp,3920888.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpG,atpIp,3918265.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpH,atpIp,3920403.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
atpI,atpIp,3922440.0,-,3922525.0,"[""COMP"", ""EXP"", ""EXP""]"
avtA,avtAp,3739705.0,+,3739674.0,"[""EXP""]"
azoR,azoRp,1482860.0,-,1482904.0,"[""none"", ""EXP"", ""COMP""]"
azuC,azuCp,1987959.0,-,1988001.0,"[""COMP"", ""EXP""]"
bacA,bacAp,3204131.0,-,3204175.0,"[""COMP"", ""EXP"", ""COMP""]"
baeR,mdtAp,2164276.0,+,2153979.0,"[""COMP"", ""COMP""]"
baeS,mdtAp,2162876.0,+,2153979.0,"[""COMP"", ""COMP""]"
mdtA,mdtAp,2154016.0,+,2153979.0,"[""COMP"", ""COMP""]"
mdtB,mdtAp,2155263.0,+,2153979.0,"[""COMP"", ""COMP""]"
mdtC,mdtAp,2158386.0,+,2153979.0,"[""COMP"", ""COMP""]"
mdtD,mdtAp,2161464.0,+,2153979.0,"[""COMP"", ""COMP""]"
bamA,bamAp1,197928.0,+,197821.0,"[""COMP"", ""EXP"", ""COMP""]"
bamA,bamAp2,197928.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
dnaE,bamAp2,205126.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
fabZ,bamAp2,202101.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxA,bamAp2,202560.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxB,bamAp2,203348.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
lpxD,bamAp2,200971.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
rnhB,bamAp2,204493.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
skp,bamAp2,200482.0,+,197026.0,"[""COMP"", ""EXP"", ""COMP""]"
bamB,bamBp,2638652.0,-,2638975.0,"[""COMP"", ""EXP"", ""COMP""]"
der,bamBp,2637356.0,-,2638975.0,"[""COMP"", ""EXP"", ""COMP""]"
bamC,bamCp,2598865.0,-,2599014.0,"[""COMP"", ""EXP"", ""COMP""]"
bamC,dapAp,2598865.0,-,2599784.0,"[""COMP"", ""EXP"", ""COMP""]"
dapA,dapAp,2599760.0,-,2599784.0,"[""COMP"", ""EXP"", ""COMP""]"
bamD,bamDp2,2736146.0,+,2735961.0,"[""COMP"", ""EXP"", ""COMP""]"
bamD,bamDp1,2736146.0,+,2736006.0,"[""COMP"", ""EXP"", ""COMP""]"
bamE,bamEp,2753605.0,+,2753486.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP""]"
bcp,bcpp,2600478.0,+,2600437.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP""]"
bcsB,bcsBp,3692607.0,-,3692673.0,"[""COMP"", ""COMP""]"
bcsZ,bcsBp,3690261.0,-,3692673.0,"[""COMP"", ""COMP""]"
bcsE,bcsEp1,3696458.0,+,3696443.0,"[""COMP"", ""EXP""]"
bcsF,bcsEp1,3698026.0,+,3696443.0,"[""COMP"", ""EXP""]"
bcsG,bcsEp1,3698214.0,+,3696443.0,"[""COMP"", ""EXP""]"
bdcA,bdcAp,4474053.0,-,4474064.0,"[""COMP"", ""COMP""]"
bdm,bdmp,1556280.0,-,1556340.0,"[""none"", ""EXP""]"
sra,bdmp,1555963.0,-,1556340.0,"[""none"", ""EXP""]"
bepA,bepAp2,2616094.0,+,2616026.0,"[""EXP""]"
yfgD,bepAp2,2617578.0,+,2616026.0,"[""EXP""]"
bepA,bepAp1,2616094.0,+,2616068.0,"[""COMP"", ""EXP"", ""COMP""]"
yfgD,bepAp1,2617578.0,+,2616068.0,"[""COMP"", ""EXP"", ""COMP""]"
betA,betIp,327247.0,-,329361.0,"[""COMP"", ""COMP"", ""EXP""]"
betB,betIp,328733.0,-,329361.0,"[""COMP"", ""COMP"", ""EXP""]"
betI,betIp,329334.0,-,329361.0,"[""COMP"", ""COMP"", ""EXP""]"
betT,betTp,329463.0,+,329421.0,"[""COMP"", ""COMP"", ""EXP""]"
bglB,bglGp1,3903701.0,-,3906697.0,"[""none"", ""EXP""]"
bglF,bglGp1,3905597.0,-,3906697.0,"[""none"", ""EXP""]"
bglG,bglGp1,3906567.0,-,3906697.0,"[""none"", ""EXP""]"
bglG,bglGp2,3906567.0,-,3906717.0,"[""none"", ""EXP""]"
bglJ,yjjQp,4604160.0,+,4603319.0,"[""COMP"", ""EXP"", ""COMP""]"
yjjQ,yjjQp,4603477.0,+,4603319.0,"[""COMP"", ""EXP"", ""COMP""]"
bglX,bglXp,2221989.0,-,2222120.0,"[""COMP"", ""COMP""]"
bhsA,bhsAp9,1169073.0,+,1169019.0,"[""none"", ""COMP"", ""EXP""]"
bhsA,bhsAp,1169073.0,+,1169033.0,"[""none"", ""EXP""]"
bioA,bioAp,809257.0,-,809292.0,"[""COMP"", ""COMP""]"
bioB,bioBp,809344.0,+,809302.0,"[""COMP"", ""COMP""]"
bioC,bioBp,811522.0,+,809302.0,"[""COMP"", ""COMP""]"
bioD,bioBp,812270.0,+,809302.0,"[""COMP"", ""COMP""]"
bioF,bioBp,810381.0,+,809302.0,"[""COMP"", ""COMP""]"
bioH,bioHp,3544844.0,-,3544858.0,"[""none"", ""EXP""]"
blc,blcp,4377722.0,-,4377745.0,"[""COMP"", ""EXP""]"
blr,blrp,1704551.0,+,1704512.0,"[""none"", ""EXP""]"
bluF,bluFp,1215475.0,-,1215506.0,"[""none"", ""EXP""]"
bluR,bluRp,1214059.0,-,1214113.0,"[""none"", ""EXP"", ""EXP""]"
bolA,bolAp,454472.0,+,454434.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
bolA,bolAp2,454472.0,+,454349.0,"[""COMP"", ""COMP"", ""EXP""]"
bolA,bolAp1,454472.0,+,454434.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
borD,borDp,578893.0,-,578921.0,"[""none"", ""EXP""]"
brnQ,brnQp,419591.0,+,419488.0,"[""EXP""]"
proY,brnQp,420986.0,+,419488.0,"[""EXP""]"
bsmA,bsmAp,4416770.0,-,4416869.0,"[""none""]"
bssS,bssSp,1120955.0,-,1121020.0,"[""none"", ""EXP"", ""EXP""]"
bssS,bssSp2,1120955.0,-,1121032.0,"[""COMP"", ""COMP"", ""EXP"", ""COMP"", ""EXP"", ""EXP""]"
bssS,bssSp1,1120955.0,-,1121058.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
btsT,yjiYp,4591279.0,-,4591367.0,"[""none"", ""EXP""]"
btuB,btuBp,4163639.0,+,4163399.0,"[""COMP"", ""EXP""]"
murI,btuBp,4165428.0,+,4163399.0,"[""COMP"", ""EXP""]"
btuD,btuDp,1793558.0,-,1793583.0,"[""COMP"", ""EXP"", ""EXP""]"
btuE,btuEp2,1794109.0,-,1794129.0,"[""COMP"", ""EXP"", ""EXP""]"
btuE,btuEp1,1794109.0,-,1794124.0,"[""COMP"", ""EXP"", ""EXP""]"
btuF,mtnp,178462.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
mtn,mtnp,179153.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
yadS,mtnp,177624.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
btuF,mtnp2,178462.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
mtn,mtnp2,179153.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
yadS,mtnp2,177624.0,-,179183.0,"[""COMP"", ""EXP"", ""COMP""]"
cadA,cadBp,4358617.0,-,4360106.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
cadB,cadBp,4360031.0,-,4360106.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
cadC,cadCp,4361934.0,-,4361963.0,"[""COMP"", ""COMP"", ""EXP""]"
caiA,caiTp,40386.0,-,42037.0,"[""COMP"", ""EXP""]"
caiB,caiTp,39115.0,-,42037.0,"[""COMP"", ""EXP""]"
caiC,caiTp,37824.0,-,42037.0,"[""COMP"", ""EXP""]"
caiD,caiTp,36162.0,-,42037.0,"[""COMP"", ""EXP""]"
caiE,caiTp,35371.0,-,42037.0,"[""COMP"", ""EXP""]"
caiT,caiTp,41931.0,-,42037.0,"[""COMP"", ""EXP""]"
caiF,caiFp,34300.0,+,34218.0,"[""COMP"", ""COMP"", ""EXP""]"
can,canp,142670.0,-,142703.0,"[""EXP"", ""COMP"", ""EXP""]"
can,canp2,142670.0,-,142703.0,"[""EXP"", ""COMP"", ""EXP""]"
carA,carAp1,29651.0,+,29551.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
carB,carAp1,30817.0,+,29551.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
carA,carAp2,29651.0,+,29619.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
carB,carAp2,30817.0,+,29619.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
carB,carBp,30817.0,+,30775.0,"[""none""]"
cas1,casAp,2879772.0,-,2884319.0,"[""COMP"", ""EXP""]"
cas2,casAp,2878853.0,-,2884319.0,"[""COMP"", ""EXP""]"
casA,casAp,2884138.0,-,2884319.0,"[""COMP"", ""EXP""]"
casB,casAp,2882637.0,-,2884319.0,"[""COMP"", ""EXP""]"
casC,casAp,2882142.0,-,2884319.0,"[""COMP"", ""EXP""]"
casD,casAp,2881048.0,-,2884319.0,"[""COMP"", ""EXP""]"
casE,casAp,2880387.0,-,2884319.0,"[""COMP"", ""EXP""]"
cas2,ygbFp,2878853.0,-,2878915.0,"[""COMP"", ""EXP"", ""COMP""]"
cbl,cblp,2060914.0,-,2060941.0,"[""COMP"", ""EXP"", ""COMP""]"
cbpA,cbpAp1,1063775.0,-,1063833.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
cbpM,cbpAp1,1062855.0,-,1063833.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP""]"
cbpA,cbpAp6,1063775.0,-,1064037.0,"[""none"", ""EXP""]"
cbpM,cbpAp6,1062855.0,-,1064037.0,"[""none"", ""EXP""]"
cbpA,cbpAp4,1063775.0,-,1063919.0,"[""none"", ""EXP""]"
cbpM,cbpAp4,1062855.0,-,1063919.0,"[""none"", ""EXP""]"
cbpA,cbpAp2,1063775.0,-,1063828.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
cbpM,cbpAp2,1062855.0,-,1063828.0,"[""COMP"", ""COMP"", ""EXP"", ""EXP""]"
cbpA,cbpAp,1063775.0,-,1064037.0,"[""none"", ""EXP""]"
cbpM,cbpAp,1062855.0,-,1064037.0,"[""none"", ""EXP""]"
cca,ygiMp2,3201891.0,+,3201042.0,"[""COMP"", ""EXP"", ""COMP""]"
ygiM,ygiMp2,3201207.0,+,3201042.0,"[""COMP"", ""EXP"", ""COMP""]"
ccmA,napFp2,2297644.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmB,napFp2,2297024.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmC,napFp2,2296320.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmD,napFp2,2295586.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmE,napFp2,2295380.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmF,napFp2,2294904.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmG,napFp2,2292964.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmH,napFp2,2292410.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napA,napFp2,2302753.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napB,napFp2,2298718.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napC,napFp2,2298259.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napD,napFp2,2303013.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napF,napFp2,2303497.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napG,napFp2,2300260.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
napH,napFp2,2299578.0,-,2303577.0,"[""COMP"", ""COMP"", ""EXP""]"
ccmA,napFp1,2297644.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmB,napFp1,2297024.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmC,napFp1,2296320.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmD,napFp1,2295586.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmE,napFp1,2295380.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmF,napFp1,2294904.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmG,napFp1,2292964.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccmH,napFp1,2292410.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napA,napFp1,2302753.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napB,napFp1,2298718.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napC,napFp1,2298259.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napD,napFp1,2303013.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napF,napFp1,2303497.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napG,napFp1,2300260.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
napH,napFp1,2299578.0,-,2303574.0,"[""COMP"", ""EXP"", ""COMP"", ""EXP"", ""COMP"", ""COMP"", ""COMP"", ""EXP""]"
ccp,yhjAp,3669188.0,-,3669261.0,"[""COMP"", ""EXP""]"
cdaR,cdaRp,182463.0,+,182447.0,"[""none"", ""EXP""]"
cdd,cddp,2231844.0,+,2231819.0,"[""COMP"", ""COMP"", ""EXP""]"
cdh,cdhp,4109930.0,+,4109907.0,"[""none"", ""EXP""]"
cdsA,ispUp2,195677.0,+,194901.0,"[""EXP""]"
ispU,ispUp2,194903.0,+,194901.0,"[""EXP""]"
cdsA,ispUp1,195677.0,+,194784.0,"[""EXP""]"
ispU,ispUp1,194903.0,+,194784.0,"[""EXP""]"
ispZ,ispUp1,194784.0,+,194784.0,"[""EXP""]"
cecR,cecRp,830643.0,-,830669.0,"[""COMP"", ""COMP""]"
ybhF,cecRp,828981.0,-,830669.0,"[""COMP"", ""COMP""]"
ybhG,cecRp,829972.0,-,830669.0,"[""COMP"", ""COMP""]"
ybhR,cecRp,826108.0,-,830669.0,"[""COMP"", ""COMP""]"
ybhS,cecRp,827252.0,-,830669.0,"[""COMP"", ""COMP""]"
cedA,cedAp,1813663.0,-,1813742.0,"[""COMP"", ""COMP""]"
cfa,cfap1,1741413.0,+,1741201.0,"[""COMP"", ""COMP"", ""EXP""]"
cfa,cfap,1741413.0,+,1741201.0,"[""COMP"", ""COMP"", ""EXP""]"
cfa,cfap2,1741413.0,+,1741379.0,"[""COMP"", ""COMP"", ""EXP""]"
chaC,chaCp,1272507.0,+,1272422.0,"[""COMP"", ""COMP"", ""EXP""]"
chbA,chbBp,1819805.0,-,1821726.0,"[""none"", ""EXP""]"
chbB,chbBp,1821619.0,-,1821726.0,"[""none"", ""EXP""]"
chbC,chbBp,1821214.0,-,1821726.0,"[""none"", ""EXP""]"
chbF,chbBp,1818500.0,-,1821726.0,"[""none"", ""EXP""]"
chbG,chbBp,1817135.0,-,1821726.0,"[""none"", ""EXP""]"
chbR,chbBp,1819447.0,-,1821726.0,"[""none"", ""EXP""]"
cheA,motAp,1975324.0,-,1977302.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
cheW,motAp,1973339.0,-,1977302.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
motA,motAp,1977139.0,-,1977302.0,"[""COMP"", ""COMP"", ""COMP"", ""COMP""]"
